,Сетей теплоснабжения,Сетей холодного водоснабжения,Сетей горячего водоснабжения,Сетей электроснабжения,Сети газоснабжения,Станций водоподготовки,Водонасосных объектов,Объектов водозабора,Сетей водоотведения,Очистных сооружений канализации,Канализационных насосных станций,Котельных,Тепловых пунктов,Unnamed: 0,T,Po,P,Pa,U,Ff,ff10,ff3,Tn,Tx,VV,Td,tR,Tg
368,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,746039,-5.8,745.7,768.8,-1.4,89,6,11,11,-0.9,-5.8,50.0,-7.3,12,10
369,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,746044,-6.0,747.1,770.3,-1.2,87,5,11,10,-0.9,3.5,50.0,-7.9,12,10
370,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,746049,-6.5,748.3,771.7,-1.0,83,3,11,12,-0.9,3.5,50.0,-8.9,12,10
371,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,746054,-8.7,749.3,772.8,-0.2,89,4,11,12,-0.9,3.5,20.0,-10.2,12,10
372,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,746059,-12.6,749.5,773.3,-0.4,93,3,11,12,-12.8,3.5,50.0,-13.5,12,10
373,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,746064,-11.0,749.9,773.7,-0.2,95,2,11,12,-0.9,3.5,20.0,-11.7,12,10
374,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,746069,-8.1,750.1,773.6,0.0,84,2,11,12,-0.9,3.5,20.0,-10.4,12,10
375,81.05,80.0,0,0,53.11,77.5,80,90,90.0,80.0,90.0,70.0,90,82624,-9.6,757.4,773.5,0.5,86,2,11,12,-0.9,3.5,50.0,-11.5,12,10
376,81.05,80.0,0,0,53.11,77.5,80,90,90.0,80.0,90.0,70.0,90,82625,-7.8,756.9,772.9,0.5,79,3,11,12,-0.9,-7.8,50.0,-10.8,12,10
377,81.05,80.0,0,0,53.11,77.5,80,90,90.0,80.0,90.0,70.0,90,82626,-8.1,756.4,772.4,0.3,77,2,11,12,-0.9,3.5,50.0,-11.4,12,10
378,81.05,80.0,0,0,53.11,77.5,80,90,90.0,80.0,90.0,70.0,90,82627,-8.3,756.1,772.1,0.3,77,2,11,12,-0.9,3.5,20.0,-11.6,12,10
379,81.05,80.0,0,0,53.11,77.5,80,90,90.0,80.0,90.0,70.0,90,82628,-8.3,755.8,771.8,0.4,82,3,11,12,-9.1,3.5,50.0,-10.8,12,10
380,81.05,80.0,0,0,53.11,77.5,80,90,90.0,80.0,90.0,70.0,90,82629,-8.7,755.4,771.4,-0.4,86,3,11,12,-8.7,3.5,50.0,-10.6,12,10
381,81.05,80.0,0,0,53.11,77.5,80,90,90.0,80.0,90.0,70.0,90,82630,-8.5,755.8,771.8,-0.9,90,2,11,12,-0.9,3.5,50.0,-9.9,12,10
382,81.05,80.0,0,0,53.11,77.5,80,90,90.0,80.0,90.0,70.0,90,82631,-8.5,756.7,772.6,0.1,91,2,11,12,-0.9,3.5,50.0,-9.7,12,10
383,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,745114,-7.6,748.7,772.1,-0.6,92,3,11,12,-0.9,3.5,10.0,-8.7,12,10
384,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,745119,-7.7,749.3,772.7,0.0,86,4,11,12,-0.9,-5.6,10.0,-9.7,12,10
385,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,745124,-6.8,749.3,772.6,0.0,84,4,11,12,-0.9,3.5,10.0,-9.1,12,10
386,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,745129,-5.9,749.3,772.5,-0.2,85,4,11,12,-0.9,3.5,10.0,-8.1,12,10
387,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,745134,-5.8,749.5,772.8,0.1,89,4,11,12,-5.8,3.5,10.0,-7.4,12,10
388,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,745139,-5.6,749.4,772.6,-0.3,89,4,11,12,-6.1,3.5,50.0,-7.1,12,10
389,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,745144,-5.3,749.7,772.9,0.2,91,4,11,12,-0.9,3.5,50.0,-6.5,12,10
390,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,745149,-5.4,749.5,772.7,0.0,89,5,11,12,-0.9,3.5,50.0,-6.9,12,10
391,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,744918,-14.2,753.2,777.3,-1.0,76,5,10,11,-0.9,3.5,50.0,-17.5,12,10
392,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,744923,-14.8,754.2,778.4,-1.6,74,4,11,12,-0.9,-14.7,50.0,-18.5,12,10
393,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,744928,-15.7,755.8,780.1,-0.3,73,4,11,12,-0.9,3.5,50.0,-19.4,12,10
394,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,744933,-15.9,756.1,780.5,-0.7,70,5,11,12,-0.9,3.5,50.0,-20.2,12,10
395,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,744938,-20.4,756.8,781.6,-0.4,81,3,11,12,-0.9,3.5,50.0,-22.8,12,10
396,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,744943,-24.2,757.2,782.4,-0.4,81,2,11,12,-24.2,3.5,50.0,-26.5,12,10
397,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,744948,-23.3,757.6,782.8,0.4,82,1,11,12,-0.9,3.5,50.0,-25.5,12,10
398,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,744953,-22.3,757.2,782.2,0.9,83,2,11,12,-0.9,3.5,50.0,-24.4,12,10
399,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,750318,12.1,742.6,762.9,-0.8,68,5,11,12,-0.9,3.5,50.0,6.4,12,10
400,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,750323,15.2,743.4,763.5,-0.1,52,6,12,12,-0.9,3.5,50.0,5.3,12,10
401,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,750328,13.2,743.5,763.8,0.3,57,8,11,15,-0.9,3.5,50.0,4.8,12,10
402,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,750333,11.6,743.2,763.6,0.3,54,6,11,12,-0.9,3.5,50.0,2.4,12,10
403,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,750338,6.9,742.9,763.6,0.7,82,5,11,12,-0.9,3.5,50.0,4.0,12,10
404,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,750343,4.2,742.2,763.1,1.1,92,5,11,12,2.9,3.5,50.0,3.0,12,3
405,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,750348,3.2,741.1,762.1,0.1,95,4,11,12,-0.9,3.5,50.0,2.4,12,10
406,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,750353,6.2,741.0,761.7,0.5,97,1,11,12,-0.9,3.5,20.0,5.8,12,10
407,81.05,80.0,0,0,53.11,77.5,80,90,90.0,80.0,90.0,70.0,90,83632,12.6,747.7,762.3,-0.2,72,6,11,12,-0.9,3.5,50.0,7.7,12,10
408,81.05,80.0,0,0,53.11,77.5,80,90,90.0,80.0,90.0,70.0,90,83633,15.0,747.9,762.4,-0.2,54,4,11,12,-0.9,15.4,50.0,5.8,12,10
409,81.05,80.0,0,0,53.11,77.5,80,90,90.0,80.0,90.0,70.0,90,83634,12.8,748.1,762.7,0.5,62,6,11,14,-0.9,3.5,50.0,5.6,12,10
410,81.05,80.0,0,0,53.11,77.5,80,90,90.0,80.0,90.0,70.0,90,83635,14.5,747.6,762.1,0.3,45,6,11,12,-0.9,3.5,50.0,2.6,12,10
411,81.05,80.0,0,0,53.11,77.5,80,90,90.0,80.0,90.0,70.0,90,83636,9.6,747.3,762.1,1.1,61,6,11,11,-0.9,3.5,50.0,2.3,12,10
412,81.05,80.0,0,0,53.11,77.5,80,90,90.0,80.0,90.0,70.0,90,83637,5.3,746.2,761.3,0.6,89,3,11,12,5.2,3.5,50.0,3.6,12,6
413,81.05,80.0,0,0,53.11,77.5,80,90,90.0,80.0,90.0,70.0,90,83638,5.8,745.6,760.6,0.2,88,5,11,12,-0.9,3.5,50.0,3.9,12,10
414,81.05,80.0,0,0,53.11,77.5,80,90,90.0,80.0,90.0,70.0,90,83639,8.7,745.4,760.3,0.0,92,5,11,12,-0.9,3.5,50.0,7.4,12,10
415,81.05,80.0,0,0,53.11,77.5,80,90,90.0,80.0,90.0,70.0,90,83384,11.9,744.1,758.7,0.4,92,3,11,12,-0.9,3.5,50.0,10.7,12,10
416,81.05,80.0,0,0,53.11,77.5,80,90,90.0,80.0,90.0,70.0,90,83385,15.0,743.7,758.2,0.4,75,4,11,12,-0.9,15.5,50.0,10.5,12,10
417,81.05,80.0,0,0,53.11,77.5,80,90,90.0,80.0,90.0,70.0,90,83386,13.3,743.3,757.9,1.0,84,5,11,12,-0.9,3.5,50.0,10.6,12,10
418,81.05,80.0,0,0,53.11,77.5,80,90,90.0,80.0,90.0,70.0,90,83387,14.0,742.3,756.8,0.8,81,4,11,12,-0.9,3.5,50.0,10.8,12,10
419,81.05,80.0,0,0,53.11,77.5,80,90,90.0,80.0,90.0,70.0,90,83388,12.3,741.5,756.1,0.6,94,4,11,12,-0.9,3.5,50.0,11.4,12,10
420,81.05,80.0,0,0,53.11,77.5,80,90,90.0,80.0,90.0,70.0,90,83389,11.4,740.9,755.5,0.9,97,4,11,11,11.3,3.5,50.0,11.0,12,12
421,81.05,80.0,0,0,53.11,77.5,80,90,90.0,80.0,90.0,70.0,90,83390,11.5,740.0,754.6,0.8,97,4,11,14,-0.9,3.5,20.0,11.1,12,10
422,81.05,80.0,0,0,53.11,77.5,80,90,90.0,80.0,90.0,70.0,90,83391,12.5,739.2,753.7,0.5,96,5,11,12,-0.9,3.5,4.0,11.9,12,10
423,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,743954,-1.9,737.1,759.6,1.0,87,5,11,12,-0.9,3.5,20.0,-3.8,12,10
424,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,743959,-1.7,736.1,758.5,0.7,85,6,11,18,-0.9,-1.2,10.0,-4.0,12,10
425,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,743964,-1.5,735.4,757.8,-1.8,75,9,18,18,-0.9,3.5,20.0,-5.4,12,10
426,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,743969,-3.4,737.2,759.9,-2.7,89,8,14,14,-0.9,3.5,10.0,-5.0,12,10
427,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,743974,-5.1,739.9,762.7,-1.2,96,6,10,13,-0.9,3.5,20.0,-5.6,12,10
428,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,743979,-5.5,741.1,764.0,-2.1,97,7,11,12,-6.3,3.5,20.0,-5.9,12,10
429,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,743984,-5.6,743.2,766.2,-0.7,96,6,11,12,-0.9,3.5,20.0,-6.1,12,10
430,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,743989,-6.3,743.9,767.0,-0.9,97,5,11,13,-0.9,3.5,20.0,-6.7,12,10
431,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,743954,-1.9,737.1,759.6,1.0,87,5,11,12,-0.9,3.5,20.0,-3.8,12,10
432,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,743959,-1.7,736.1,758.5,0.7,85,6,11,18,-0.9,-1.2,10.0,-4.0,12,10
433,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,743964,-1.5,735.4,757.8,-1.8,75,9,18,18,-0.9,3.5,20.0,-5.4,12,10
434,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,743969,-3.4,737.2,759.9,-2.7,89,8,14,14,-0.9,3.5,10.0,-5.0,12,10
435,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,743974,-5.1,739.9,762.7,-1.2,96,6,10,13,-0.9,3.5,20.0,-5.6,12,10
436,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,743979,-5.5,741.1,764.0,-2.1,97,7,11,12,-6.3,3.5,20.0,-5.9,12,10
437,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,743984,-5.6,743.2,766.2,-0.7,96,6,11,12,-0.9,3.5,20.0,-6.1,12,10
438,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,743989,-6.3,743.9,767.0,-0.9,97,5,11,13,-0.9,3.5,20.0,-6.7,12,10
439,57.0,75.0,0,0,35.0,65.0,80,75,95.8,99.8,99.8,87.0,90,624425,-7.9,731.2,745.5,0.0,91,2,11,12,-8.1,3.5,4.0,-9.1,12,10
440,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,187905,-15.5,741.0,761.5,1.9,84,4,11,12,-0.9,3.5,20.0,-17.6,12,10
441,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,187906,-15.9,739.1,759.7,1.9,84,4,11,10,-0.9,-15.6,20.0,-18.0,12,10
442,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,187907,-16.3,737.2,757.7,1.9,86,3,11,12,-0.9,3.5,20.0,-18.1,12,10
443,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,187908,-16.6,735.3,755.8,2.0,84,3,11,12,-0.9,3.5,50.0,-18.7,12,10
444,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,187909,-18.3,733.3,754.0,1.5,84,3,11,12,-18.5,3.5,50.0,-20.3,12,10
445,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,187910,-18.4,731.8,752.2,1.2,84,3,11,12,-18.4,3.5,50.0,-20.4,12,10
446,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,187911,-17.0,730.6,751.0,1.4,84,3,11,12,-0.9,3.5,4.0,-19.1,12,10
447,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,187912,-15.4,729.2,749.4,0.0,86,3,11,12,-0.9,3.5,4.0,-17.2,12,10
448,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,187897,-13.7,751.4,772.1,0.6,89,4,11,12,-0.9,3.5,10.0,-15.1,12,10
449,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,187898,-13.1,750.8,771.4,1.0,89,4,11,12,-0.9,-11.6,10.0,-14.6,12,10
450,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,187899,-12.6,749.8,770.4,1.6,89,3,11,10,-0.9,3.5,50.0,-14.0,12,10
451,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,187900,-11.7,748.2,768.7,1.3,88,5,11,10,-0.9,3.5,10.0,-13.3,12,10
452,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,187901,-13.2,746.9,767.4,1.3,88,3,11,12,-0.9,3.5,4.0,-14.8,12,10
453,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,187902,-14.1,745.6,766.3,0.8,87,3,11,12,-16.0,3.5,4.0,-15.8,12,10
454,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,187903,-14.7,744.8,765.5,1.5,87,3,11,12,-0.9,3.5,4.0,-16.4,12,10
455,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,187904,-15.4,743.3,763.9,2.3,87,3,11,12,-0.9,3.5,4.0,-17.1,12,10
456,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,187881,-18.3,740.0,760.7,-0.2,86,2,11,12,-0.9,3.5,50.0,-20.1,12,10
457,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,187882,-16.4,740.2,760.7,0.4,87,2,11,12,-0.9,-13.5,10.0,-18.1,12,10
458,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,187883,-15.9,739.8,760.3,0.9,88,2,11,12,-0.9,3.5,20.0,-17.4,12,10
459,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,187884,-13.7,738.9,759.3,0.7,87,2,11,12,-0.9,3.5,4.0,-15.4,12,10
460,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,187885,-14.3,738.2,758.6,1.0,88,2,11,12,-14.6,3.5,10.0,-15.9,12,10
461,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,187886,-14.0,737.2,757.6,0.4,90,2,11,12,-14.0,3.5,4.0,-15.3,12,10
462,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,187887,-13.0,736.8,757.0,0.5,85,3,11,12,-0.9,3.5,4.0,-15.0,12,10
463,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,187888,-11.6,736.3,756.3,-0.3,89,3,11,12,-0.9,3.5,2.0,-13.0,12,10
464,81.05,80.0,0,0,53.11,77.5,80,90,90.0,80.0,90.0,70.0,90,82248,-23.1,741.8,758.5,0.0,79,1,11,12,-0.9,3.5,50.0,-25.7,12,10
465,81.05,80.0,0,0,53.11,77.5,80,90,90.0,80.0,90.0,70.0,90,82249,-23.6,739.75,760.0,0.0,79,1,11,12,-0.9,-23.6,50.0,-26.2,12,10
466,81.05,80.0,0,0,53.11,77.5,80,90,90.0,80.0,90.0,70.0,90,82250,-24.7,742.1,759.0,0.2,78,1,11,12,-0.9,3.5,50.0,-27.4,12,10
467,81.05,80.0,0,0,53.11,77.5,80,90,90.0,80.0,90.0,70.0,90,82251,-25.2,741.9,758.8,0.0,78,2,11,12,-0.9,3.5,50.0,-28.0,12,10
468,81.05,80.0,0,0,53.11,77.5,80,90,90.0,80.0,90.0,70.0,90,82252,-27.0,739.75,760.0,0.0,76,1,11,12,-27.8,3.5,50.0,-30.0,12,10
469,81.05,80.0,0,0,53.11,77.5,80,90,90.0,80.0,90.0,70.0,90,82253,-26.8,742.0,759.0,-0.2,77,2,11,12,-27.0,3.5,50.0,-29.6,12,10
470,81.05,80.0,0,0,53.11,77.5,80,90,90.0,80.0,90.0,70.0,90,82254,-25.5,742.2,759.1,-0.1,78,2,11,12,-0.9,3.5,50.0,-28.2,12,10
471,81.05,80.0,0,0,53.11,77.5,80,90,90.0,80.0,90.0,70.0,90,82255,-23.8,742.3,759.1,0.0,80,2,11,12,-0.9,3.5,4.0,-26.3,12,10
472,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,185922,4.4,732.3,751.1,-0.3,98,4,11,12,-0.9,3.5,10.0,4.1,12,10
473,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,185923,4.2,732.6,751.4,0.1,98,4,11,12,-0.9,4.2,20.0,3.9,12,10
474,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,185924,3.7,732.5,751.3,0.7,96,4,11,12,-0.9,3.5,50.0,3.1,12,10
475,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,185925,2.5,731.8,750.7,0.5,97,5,11,12,-0.9,3.5,20.0,2.0,12,10
476,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,185926,2.9,731.3,750.2,-0.5,97,4,11,12,-0.9,3.5,4.0,2.4,12,10
477,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,185927,2.8,731.8,750.7,-0.8,95,4,11,12,2.6,3.5,50.0,2.0,12,4
478,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,185928,3.4,732.6,751.4,-0.6,83,2,11,12,-0.9,3.5,50.0,0.7,12,10
479,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,185929,4.4,733.2,752.0,-1.0,75,3,11,12,-0.9,3.5,50.0,0.3,12,10
480,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,731249,-2.9,740.2,763.0,-0.6,93,1,11,12,-0.9,3.5,10.0,-3.9,12,10
481,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,731254,-2.8,740.8,763.5,0.1,96,2,11,12,-0.9,-1.7,10.0,-3.4,12,10
482,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,731259,-2.0,740.7,763.3,-0.1,85,4,11,12,-0.9,3.5,50.0,-4.2,12,10
483,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,731264,-1.8,740.8,763.4,-0.6,92,4,11,12,-0.9,3.5,10.0,-3.0,12,10
484,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,731269,-2.4,741.4,764.1,-0.9,96,4,11,12,-0.9,3.5,10.0,-2.9,12,10
485,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,731274,-3.1,742.3,765.0,-1.2,96,4,11,12,-5.6,3.5,10.0,-3.6,12,10
486,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,731279,-3.5,743.5,766.3,-1.4,96,4,11,12,-0.9,3.5,10.0,-4.0,12,10
487,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,731284,-4.5,744.9,767.8,-1.5,96,3,11,12,-0.9,3.5,10.0,-5.1,12,10
488,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,185196,-4.1,741.8,761.5,0.4,99,3,11,12,-0.9,3.5,4.0,-4.3,12,10
489,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,185197,-4.3,741.4,761.0,0.5,94,4,11,12,-0.9,-4.3,50.0,-5.2,12,10
490,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,185198,-4.6,740.9,760.6,-0.1,94,4,11,12,-0.9,3.5,4.0,-5.4,12,10
491,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,185199,-5.5,741.0,760.7,-0.3,83,4,11,12,-0.9,3.5,50.0,-8.0,12,10
492,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,185200,-7.1,741.3,761.2,-0.6,87,4,11,12,-7.3,3.5,50.0,-8.9,12,10
493,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,185201,-5.6,741.9,761.7,-1.0,91,4,11,12,-5.6,3.5,50.0,-6.9,12,10
494,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,185202,-5.1,742.9,762.7,-0.6,93,3,11,12,-0.9,3.5,20.0,-6.1,12,10
495,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,185203,-5.0,743.5,763.3,-0.3,93,4,11,12,-0.9,3.5,20.0,-5.9,12,10
496,57.0,75.0,0,0,35.0,65.0,80,75,95.8,99.8,99.8,87.0,90,624335,-2.8,735.8,749.8,0.0,86,3,11,12,-4.1,3.5,50.0,-4.8,12,10
497,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,742798,-4.2,740.7,763.5,1.4,85,3,11,12,-0.9,3.5,20.0,-6.4,12,10
498,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,742803,-2.7,739.3,761.9,2.1,81,5,11,12,-0.9,0.3,20.0,-5.5,12,10
499,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,742808,-0.4,737.2,759.5,1.1,91,4,11,12,-0.9,3.5,20.0,-1.7,12,10
500,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,742813,0.2,736.1,758.4,0.4,93,3,11,12,-0.9,3.5,20.0,-0.8,12,10
501,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,742818,-0.3,735.7,757.9,0.3,94,2,11,12,-0.9,3.5,20.0,-1.1,12,10
502,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,742823,-0.3,735.4,757.6,0.1,95,2,11,12,-1.9,3.5,20.0,-1.0,12,10
503,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,742828,-0.1,735.3,757.6,-0.2,98,4,11,12,-0.9,3.5,4.0,-0.4,12,10
504,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,742833,-1.1,735.5,757.9,-1.3,96,5,11,12,-0.9,3.5,20.0,-1.7,12,10
505,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,187737,-3.6,739.0,758.3,0.0,96,4,11,10,-0.9,3.5,20.0,-4.1,12,10
506,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,187738,-3.9,739.0,759.2,-0.6,96,4,11,12,-0.9,-3.9,20.0,-4.4,12,10
507,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,187739,-4.8,739.6,759.8,-0.8,95,3,11,12,-0.9,3.5,10.0,-5.5,12,10
508,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,187740,-6.5,740.4,760.0,-1.9,94,4,11,12,-0.9,3.5,50.0,-7.3,12,10
509,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,187741,-7.9,742.3,762.1,-1.3,93,4,11,12,-0.9,3.5,10.0,-8.8,12,10
510,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,187742,-8.5,743.6,763.4,0.0,93,2,11,12,-9.0,3.5,2.0,-9.4,12,10
511,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,187743,-8.7,744.1,763.9,0.1,93,2,11,12,-0.9,3.5,20.0,-9.6,12,10
512,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,187744,-8.6,744.0,763.8,1.3,93,2,11,12,-0.9,3.5,20.0,-9.5,12,10
513,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,187609,-5.0,734.3,753.7,-0.8,87,6,12,16,-0.9,3.5,4.0,-6.8,12,10
